Motion Through Fluids Experiment Wed, Feb 12, 2020 10:57 AM
Time(sec)	Position(mm)
62.494	194.222
62.694	194.769
62.894	195.862
63.094	196.409
63.294	196.956
63.494	197.502
63.694	198.049
63.894	198.596
64.094	199.689
64.294	200.236
64.494	200.783
64.694	201.330
64.894	201.876
65.094	202.423
65.294	203.517
65.494	204.063
65.694	204.610
65.894	205.157
66.094	205.704
66.294	206.250
66.494	207.344
66.694	207.891
66.894	208.437
67.094	208.984
67.294	209.531
67.494	210.078
67.694	210.624
67.894	211.718
68.094	212.265
68.294	212.811
68.494	213.358
68.694	213.905
68.894	214.452
69.094	214.998
69.294	216.092
69.494	216.638
69.694	217.185
69.894	217.732
70.094	218.279
70.294	218.825
70.494	219.372
70.694	220.466
70.894	221.012
71.094	221.559
71.294	222.106
71.494	222.653
71.694	223.199
71.894	223.746
72.094	224.840
72.294	225.386
72.494	225.933
72.694	226.480
72.894	227.027
73.094	227.573
73.294	228.667
73.494	229.214
73.694	229.760
73.894	230.307
74.094	230.854
74.294	231.401
74.494	231.947
74.694	233.041
74.895	233.588
75.094	234.134
75.294	234.681
75.495	235.228
75.694	235.775
75.894	236.321
76.095	236.868
76.294	237.962
76.494	238.508
76.694	239.055
76.894	239.602
77.094	240.148
77.294	240.695
77.494	241.789
77.694	242.335
77.895	242.882
78.094	243.429
78.294	243.976
78.494	244.522
78.694	245.069
78.894	245.616
79.094	246.709
79.295	247.256
79.494	247.803
79.694	248.350
79.894	248.896
80.094	249.443
80.294	249.990
80.494	251.083
80.695	251.630
80.894	252.177
81.095	252.724
81.294	253.270
81.495	253.817
81.694	254.364
81.894	254.911
82.094	0.000
82.294	0.000
82.494	0.000
82.695	0.000
82.894	0.000
83.094	0.000
83.294	0.000
83.494	0.000
83.694	0.000
83.894	0.000
84.094	0.000
84.294	0.000
84.494	0.000
84.694	0.000
84.894	0.000
85.094	0.000
85.294	0.000
85.494	0.000
85.694	0.000
85.895	0.000
86.094	0.000
86.294	0.000
86.494	0.000
86.694	0.000
86.894	0.000
87.094	0.000
87.294	0.000
87.494	0.000
