Motion Through Fluids Experiment Wed, Feb 12, 2020 10:52 AM
Time(sec)	Position(mm)
48.860	140.641
49.060	141.735
49.260	142.281
49.460	142.828
49.660	143.375
49.861	143.922
50.060	145.015
50.260	145.562
50.460	146.109
50.660	146.655
50.860	147.202
51.060	147.749
51.260	148.842
51.460	149.389
51.660	149.936
51.860	150.483
52.060	151.029
52.260	151.576
52.461	152.670
52.660	153.216
52.860	153.763
53.060	154.310
53.260	154.856
53.460	155.403
53.660	156.497
53.860	157.043
54.060	157.590
54.261	158.137
54.460	158.684
54.660	159.230
54.860	159.777
55.060	160.871
55.260	161.417
55.460	161.964
55.660	162.511
55.861	163.058
56.060	163.604
56.260	164.151
56.460	165.245
56.660	165.791
56.860	166.338
57.060	166.885
57.260	167.432
57.460	167.978
57.660	169.072
57.860	169.619
58.060	170.165
58.260	170.712
58.460	171.259
58.660	171.806
58.860	172.899
59.060	173.446
59.261	173.992
59.460	174.539
59.660	175.086
59.860	175.633
60.060	176.179
60.260	177.273
60.460	177.820
60.660	178.366
60.860	178.913
61.060	179.460
61.260	180.007
61.460	181.100
61.660	181.647
61.860	182.194
62.060	182.740
62.260	183.287
62.460	183.834
62.660	184.381
62.860	185.474
63.060	186.021
63.260	186.568
63.460	187.114
63.661	187.661
63.860	188.208
64.061	189.301
64.260	189.848
64.460	190.395
64.660	190.942
64.860	191.488
65.060	192.035
65.260	193.129
65.460	193.675
65.660	194.222
65.860	194.769
66.060	195.316
66.260	195.862
66.460	196.409
66.660	197.502
66.860	198.049
67.060	198.596
67.260	199.143
67.461	199.689
67.660	200.236
67.860	200.783
68.060	201.876
68.260	202.423
68.460	202.970
68.660	203.517
68.860	204.063
69.060	204.610
69.260	205.704
69.460	205.704
69.660	206.797
69.860	207.344
